top1_acc,top5_acc,loss,batch_acc,layer,pred_cos_sim,pred_l1_err,pred_l2_err,pred_ce_loss,trial,recovered_acc,model_id
0.260000005364418,1.010000015795231,10.370476007461548,,model.conv1,0.0085167484357953,1.96757709980011,0.942457914352417,-1106.054443359375,0.0,0.003339755944359,resnet50_augmix_180ep
0.2000000044703483,0.7000000156462193,58.68738403320312,,model.layer1.0.conv1,0.0037201645318418,1.9926515817642212,1.1882972717285156,-5684.48681640625,0.0,0.0025690430385394,resnet50_augmix_180ep
0.5900000132620334,1.890000021457672,17.11208829879761,,model.layer1.0.conv2,0.0097300158813595,1.9810078144073489,1.1171785593032837,-1609.266845703125,0.0,0.0075786769646485,resnet50_augmix_180ep
11.040000176429748,21.810000514984132,11.22023549079895,,model.layer1.0.conv3,0.1595185250043869,1.7740060091018677,0.8708023428916931,-2633.6875,0.0,0.1418111748239315,resnet50_augmix_180ep
0.1000000014901161,0.5600000105798244,812.4382873535156,,model.layer1.0.downsample.0,0.0016509982524439,1.9974361658096311,1.3032188415527344,-55291.24609375,0.0,0.0012845215096993,resnet50_augmix_180ep
0.1900000035762787,0.8600000165402889,24.54680299758911,,model.layer1.1.conv1,0.007858888246119,1.9807162284851072,1.0315682888031006,-2533.680908203125,0.0,0.0024405908779991,resnet50_augmix_180ep
27.740000343322755,44.87000064849853,7.121034288406372,,model.layer1.1.conv2,0.3682758510112762,1.4349513053894043,0.7092489004135132,-3634.68994140625,0.0,0.3563262658909701,resnet50_augmix_180ep
49.090000534057616,72.74000091552735,2.3316176295280457,,model.layer1.1.conv3,0.6334542036056519,1.0172605514526367,0.4780820906162262,-3309.8525390625,0.0,0.6305716065752306,resnet50_augmix_180ep
2.7000000715255736,5.900000071525573,32.88987865447998,,model.layer1.2.conv1,0.0414598919451236,1.9388991594314575,1.1047917604446411,-3412.88525390625,0.0,0.0346820811638396,resnet50_augmix_180ep
3.060000020265579,7.900000143051147,10.29756245613098,,model.layer1.2.conv2,0.052554577589035,1.9201560020446775,0.9701902270317078,-1959.2447509765625,0.0,0.0393063578714044,resnet50_augmix_180ep
0.1700000032782554,0.6400000154972076,48.63327465057373,,model.layer1.2.conv3,0.0026186879258602,1.995773434638977,1.2118477821350098,-4011.034423828125,0.0,0.0021836865760592,resnet50_augmix_180ep
0.0600000008940696,0.620000009983778,37.76127872467041,,model.layer2.0.conv1,0.0016043996438384,1.9971210956573489,1.215901017189026,-3456.409912109375,0.0,0.0007707129058195,resnet50_augmix_180ep
23.790000438690186,43.02000045776367,4.514947128295899,,model.layer2.0.conv2,0.3278945982456207,1.527316927909851,0.7291198968887329,-2702.014892578125,0.0,0.3055876682389262,resnet50_augmix_180ep
2.0800000607967375,6.520000076293945,9.519729042053225,,model.layer2.0.conv3,0.035782054066658,1.939028263092041,1.0576099157333374,-1378.3343505859375,0.0,0.026718047784563,resnet50_augmix_180ep
0.2800000071525573,0.880000015348196,13.669466972351074,,model.layer2.0.downsample.0,0.0047217672690749,1.985763907432556,1.161315679550171,-1045.61279296875,0.0,0.0035966602654398,resnet50_augmix_180ep
20.630000400543217,38.92000045776367,4.48666021823883,,model.layer2.1.conv1,0.2940281629562378,1.5933716297149658,0.7303502559661865,-2429.274658203125,0.0,0.264996788647273,resnet50_augmix_180ep
0.180000002682209,0.8600000135600567,39.22135162353515,,model.layer2.1.conv2,0.0026422610972076,1.995827317237854,1.256707787513733,-3399.380859375,0.0,0.0023121387174587,resnet50_augmix_180ep
15.040000295639038,29.70000057220459,5.752503418922425,,model.layer2.1.conv3,0.2145936489105224,1.6821843385696411,0.8035034537315369,-2587.27978515625,0.0,0.1931920359775386,resnet50_augmix_180ep
11.310000157356262,23.200000286102295,7.076729893684387,,model.layer2.2.conv1,0.1646917909383773,1.7518277168273926,0.8634937405586243,-2399.913818359375,0.0,0.1452793826034363,resnet50_augmix_180ep
67.71000137329102,88.28000068664551,1.3071362733840943,,model.layer2.2.conv2,0.8521215915679932,0.5080571174621582,0.2496758848428726,-4223.6826171875,0.0,0.8697495188973484,resnet50_augmix_180ep
58.64000072479248,81.7400016784668,1.7956249594688416,,model.layer2.2.conv3,0.7454316020011902,0.744999885559082,0.3632676005363464,-3929.139892578125,0.0,0.7532434113735934,resnet50_augmix_180ep
0.9600000187754631,3.070000034570694,8.821506023406982,,model.layer2.3.conv1,0.02412342838943,1.9472863674163816,0.8732144236564636,-1259.3536376953125,0.0,0.012331406550536,resnet50_augmix_180ep
48.86000080108643,72.48000106811523,2.384815466403962,,model.layer2.3.conv2,0.6255726218223572,1.0091902017593384,0.4809212982654571,-3674.67041015625,0.0,0.6276172105769886,resnet50_augmix_180ep
1.6200000405311583,4.560000026226044,9.161270475387573,,model.layer2.3.conv3,0.0325545817613601,1.9409595727920532,0.9248814582824708,-1609.8424072265625,0.0,0.0208092486676784,resnet50_augmix_180ep
0.340000007301569,0.9800000108778476,12.7375066280365,,model.layer3.0.conv1,0.0077326958999037,1.976982831954956,0.963964343070984,-1223.29833984375,0.0,0.0043673731616889,resnet50_augmix_180ep
9.220000195503236,19.97000026702881,6.559552311897278,,model.layer3.0.conv2,0.140175774693489,1.8059457540512085,0.8555591106414795,-2056.5517578125,0.0,0.1184328839407706,resnet50_augmix_180ep
0.6200000122189522,2.360000038146973,10.076929903030395,,model.layer3.0.conv3,0.0157035775482654,1.9625388383865356,0.9829654097557068,-1421.7164306640625,0.0,0.0079640333984174,resnet50_augmix_180ep
